"text", "translation"
"波乱注意砲！","Warning Shot!"
"アクセルX","Accelerator X"
"レッドエース","Red Ace"
"精神一到","Desire to win"
"熱血☆アミーゴ","Hot Blooded ☆ Amigo"
"エンプレス・プライド","Empress・Pride"
"勝利のキッス☆","Victory Kiss ☆"
"燃えろ筋肉！","Burning Muscles!"
"introduction：My body","introduction：My body"
"全力Vサインッ！","Full Power for V"
"学級委員長+速さ＝バクシン","Class President + Speed = Bakushin"
"クリアハート","Clear Heart"
"ワクワクよーいドン","Ready, Steady, Go!"
"来てください来てください！","Come, Come!"
"アタシもたまには、ね？","You know, sometimes even I can…"
"Call me KING","Call me KING"
"シューティングスター","Shooting Star"
"先頭の景色は譲らない…！","I'm not giving up the lead…!"
"究極テイオーステップ","Ultimate Teio Step"
"紅焔ギア/LP1211-M","Red Flame Gear/LP1211-M"
"勝利の鼓動","The Beat of Victory"
"不沈艦、抜錨ォッ！","Unsinkable ship, anchored!"
"カッティング×DRIVE！","Cutting × DRIVE!"
"ブリリアント・レッドエース","Brilliant Red Ace"
"ヴィクトリーショット！","Victory Shot!"
"精神一到何事か成らざらん","Where there's a will, there's a way"
"貴顕の使命を果たすべく","Fulfilling your noble duty"
"プランチャ☆ガナドール","Plancha ☆ Ganador"
"ヴィットーリアに捧ぐ舞踏","Dance for Vittoria"
"Shadow Break","Shadow Break"
"汝、皇帝の神威を見よ","Thou, witness the heavenly might of the Emperor"
"ブレイズ・オブ・プライド","Blaze of Pride"
"∴win Q.E.D.","∴win Q.E.D."
"ひらめき☆ランディング","Inspiration ☆ Landing"
"G00 1st.F∞;","G00 1st.F∞;"
"レッツ・アナボリック！","Let's anabolic!"
"ブルーローズチェイサー","Blue Rose Chaser"
"U=ma2","U=ma2"
"勝利のチケットを、君にッ！","The ticket to victory, for you!"
"#LookatCurren","#LookatCurren"
"優等生×バクシン＝大勝利ッ","Honor Student x Bakushin = Big Victory"
"ピュリティオブハート","Purity of Heart"
"キラキラ☆STARDOM","Sparkling☆STARDOM"
"Nemesis","Nemesis"
"ワクワククライマックス","Exciting Climax"
"来ます来てます来させます！","I'm coming, I'm coming, I'm coming!"
"きっとその先へ…！","Surely, beyond...!"
"Pride of KING","Pride of KING"
"絶対は、ボクだ","It's going to be me"
"最強の名を懸けて","For the Strongest Name"
"薫風、永遠なる瞬間を","Summer breeze, an eternal moment"
"フラワリー☆マニューバ","Flowery ☆ Maneuver"
"右回り◎","Right Turns ◎"
"右回り○","Right Turns ○"
"右回り×","Right Turns ×"
"左回り◎","Left Turns ◎"
"左回り○","Left Turns ○"
"左回り×","Left Turns ×"
"東京レース場◎","Tokyo Racetrack ◎"
"東京レース場○","Tokyo Racetrack ○"
"東京レース場×","Tokyo Racetrack ×"
"中山レース場◎","Nakayama Racetrack ◎"
"中山レース場○","Nakayama Racetrack ○"
"中山レース場×","Nakayama Racetrack ×"
"阪神レース場◎","Hanshin Racetrack ◎"
"阪神レース場○","Hanshin Racetrack ○"
"阪神レース場×","Hanshin Racetrack ×"
"京都レース場◎","Kyoto Racetrack ◎"
"京都レース場○","Kyoto Racetrack ○"
"京都レース場×","Kyoto Racetrack ×"
"中京レース場◎","Chukyo Racetrack ◎"
"中京レース場○","Chukyo Racetrack ○"
"中京レース場×","Chukyo Racetrack ×"
"札幌レース場◎","Sapporo Racetrack ◎"
"札幌レース場○","Sapporo Racetrack ○"
"札幌レース場×","Sapporo Racetrack ×"
"函館レース場◎","Hakodate Racetrack ◎"
"函館レース場○","Hakodate Racetrack ○"
"函館レース場×","Hakodate Racetrack ×"
"福島レース場◎","Fukushima Racetrack ◎"
"福島レース場○","Fukushima Racetrack ○"
"福島レース場×","Fukushima Racetrack ×"
"新潟レース場◎","Niigata Racetrack ◎"
"新潟レース場○","Niigata Racetrack ○"
"新潟レース場×","Niigata Racetrack ×"
"小倉レース場◎","Kokura Racetrack ◎"
"小倉レース場○","Kokura Racetrack ○"
"小倉レース場×","Kokura Racetrack ×"
"根幹距離◎","Core Distance ◎"
"根幹距離○","Core Distance ○"
"根幹距離×","Core Distance ×"
"非根幹距離◎","Non-Core Distances ◎"
"非根幹距離○","Non-Core Distances ○"
"非根幹距離×","Non-Core Distances ×"
"良バ場◎","Track Condition (Good) ◎"
"良バ場○","Track Condition (Good) ○"
"良バ場×","Track Condition (Good) ×"
"道悪◎","Wicked Path ◎"
"道悪○","Wicked Path ○"
"道悪×","Wicked Path ×"
"春ウマ娘◎","Spring Girl ◎"
"春ウマ娘○","Spring Girl ○"
"春ウマ娘×","Spring Girl ×"
"夏ウマ娘◎","Summer Girl ◎"
"夏ウマ娘○","Summer Girl ○"
"夏ウマ娘×","Summer Girl ×"
"秋ウマ娘◎","Autumn Girl ◎"
"秋ウマ娘○","Autumn Girl ○"
"秋ウマ娘×","Autumn Girl ×"
"冬ウマ娘◎","Winter Girl ◎"
"冬ウマ娘○","Winter Girl ○"
"冬ウマ娘×","Winter Girl ×"
"晴れの日◎","Sunny Days ◎"
"晴れの日○","Sunny Days ○"
"曇りの日◎","Cloudy Days ◎"
"曇りの日○","Cloudy Days ○"
"雨の日◎","Rainy Day ◎"
"雨の日○","Rainy Day ○"
"雨の日×","Rainy Day ×"
"雪の日◎","Snowy Days ◎"
"雪の日○","Snowy Days ○"
"内枠得意◎","Inner Gate Affinity ◎"
"内枠得意○","Inner Gate Affinity ○"
"内枠苦手","Inner Gate Affinity ×"
"外枠得意◎","Outer Gate Affinity ◎"
"外枠得意○","Outer Gate Affinity ○"
"外枠苦手","Outer Gate Affinity ×"
"おひとり様◎","The One ◎"
"おひとり様○","The One ○"
"対抗意識◎","Competitive Spirit ◎"
"対抗意識○","Competitive Spirit ○"
"引っ込み思案","Introverted"
"徹底マーク◎","Eyes On You ◎"
"徹底マーク○","Eyes On You ○"
"伏兵◎","Underdog ◎"
"伏兵○","Underdog ○"
"GⅠ苦手","GⅠ Dislike"
"小心者","Timid"
"弧線のプロフェッサー","Archline Professor"
"コーナー巧者○","Clever Cornerer ○"
"コーナー巧者×","Clever Cornerer ×"
"曲線のソムリエ","Curve Sommelier"
"コーナー加速○","Corner Accel ○"
"コーナー加速×","Corner Accel ×"
"円弧のマエストロ","Arc Maestro"
"コーナー回復○","Corner Recovery ○"
"コーナー回復×","Corner Recovery ×"
"ハヤテ一文字","Like The Wind"
"直線巧者","Straight Skill"
"一陣の風","Gust of Wind"
"直線加速","Straight Accel"
"好転一息","Breath of Fresh Air"
"直線回復","Straight Recovery"
"坂苦手","Hill Dislike"
"バ群嫌い","Crowd Hater"
"あきらめ癖","Resignation"
"手抜き癖","Negligence"
"コンセントレーション","Concentration"
"集中力","Focus"
"ゲート難","Gate Trouble"
"鋼の意志","Will of Steel"
"隠れ蓑","Undercover"
"注目の踊り子","Star of the Show"
"ポジションセンス","Position Sense"
"アガッてきた！","Now I'm Pumped!"
"ペースアップ","Up The Pace"
"不屈の心","Indomitable Heart"
"ペースキープ","Keep the Pace"
"どこ吹く風","Where the Wind Blows"
"ウマ込み冷静","Crowded Calm"
"ノンストップガール","Non-stop Girl"
"垂れウマ回避","Slight Detour"
"レーンの魔術師","Magician of the Lane"
"臨機応変","Improvise"
"全身全霊","Heart and Soul"
"末脚","Last Leg"
"空回り","Running Idle"
"先手必勝","Fortune Favors the Fast"
"先駆け","Frontrunner"
"脱出術","Escape Artist"
"急ぎ足","Fast Paced"
"逃亡者","Runaway"
"押し切り準備","Press Forward, Ready!"
"余裕綽々","Calm and Composed"
"スタミナキープ","Stamina Keep"
"レースプランナー","Race Planner"
"好位追走","Favorite Place"
"スピードスター","Speed Star"
"抜け出し準備","Passing Preparations"
"迅速果断","Quick and Decisive"
"位置取り押し上げ","Position Swiper"
"乗り換え上手","Switch-up Pro"
"差し切り体勢","Between the Lines"
"昇り龍","Rising Dragon"
"外差し準備","Outside Pass, Ready!"
"眠れる獅子","Sleeping Lion"
"後方待機","On Standby"
"疾風怒濤","Storm and Stress"
"仕掛け抜群","Master Trickster"
"迫る影","Imminent Shadow"
"直線一気","Straight Shot"
"スプリントターボ","Sprint Turbo"
"スプリントギア","Sprinting Gear"
"様子見","Wait and See"
"電撃の煌めき","Glimmer of Shock"
"詰め寄り","Draw Forward"
"マイルの支配者","Ruler of Mile"
"積極策","Positive Planning"
"慧眼","Wisdom Eye"
"展開窺い","Progress Peek"
"豪脚","Big Strides"
"上昇気流","Updraft"
"切り開く者","The One Who Clears The Path"
"前途洋々","Bright Future"
"キラーチューン","Killer Tune"
"テンポアップ","Uptempo"
"勝利への執念","To Victory!"
"食い下がり","Stand Your Ground"
"クールダウン","Cooldown"
"深呼吸","Deep Breaths"
"内的体験","Intrinsic Experience"
"内弁慶","King of the Castle"
"火事場のバ鹿力","Fight or Flight"
"別腹タンク","Backup Belly"
"トリック（前）","Trick (Front)"
"トリック（後）","Trick (Back)"
"逃げ駆け引き","Frantic Runners"
"先行駆け引き","Frantic Leaders"
"差し駆け引き","Frantic Betweeners"
"追込駆け引き","Frantic Chasers"
"逃げけん制","Runners Restraint"
"逃げ焦り","Panicked Runners"
"逃げためらい","Faltering Runners"
"先行けん制","Leaders Restraint"
"先行焦り","Panicked Leaders"
"先行ためらい","Faltering Leaders"
"差しけん制","Betweeners Restraint"
"差し焦り","Panicked Betweener"
"差しためらい","Faltering Betweeners"
"追込けん制","Chasers Restraint"
"追込焦り","Panicked Chasers"
"追込ためらい","Faltering Chasers"
"大井レース場◎","Ooi Racetrack ◎"
"大井レース場○","Ooi Racetrack ○"
"大井レース場×","Ooi Racetrack ×"
"短距離直線◎","Short Distance Straights ◎"
"短距離直線○","Short Distance Straights ○"
"短距離コーナー◎","Short Distance Corners ◎"
"短距離コーナー○","Short Distance Corners ○"
"圧倒的リード","Overwhelming Lead"
"大きなリード","Big Lead"
"プランX","Plan X"
"善後策","Countermeasures"
"準備万全！","Flawless Preparation!"
"仕掛け準備","Calculated Preparations"
"悩殺術","Bewitching"
"後方釘付","Final Nail"
"逃亡禁止令","Escape Prohibition"
"抜け駆け禁止","No Running Allowed"
"マイル直線◎","Mile Straights ◎"
"マイル直線○","Mile Straights ○"
"マイルコーナー◎","Mile Corner ◎"
"マイルコーナー○","Mile Corner ○"
"ギアチェンジ","Gear Change"
"ギアシフト","Shift Gears"
"アクセル全開！","Accel Full Throttle!"
"アクセラレーション","Acceleration"
"姉御肌","Big Sister Disposition"
"負けん気","Rival Spirit"
"スピードグリード","Speed Greed"
"スピードイーター","Speed Eater"
"布陣","Battle Formation"
"布石","Opener"
"中距離直線◎","Medium Distance Straights ◎"
"中距離直線○","Medium Distance Straights ○"
"中距離コーナー◎","Medium Distance Corner ◎"
"中距離コーナー○","Medium Distance Corner ○"
"千里眼","Clairvoyance"
"ホークアイ","Hawkeye"
"ライトニングステップ","Lightning Step"
"イナズマステップ","Inazuma Step"
"神業ステップ","Miracle Step"
"軽やかステップ","Light Step"
"独占力","Mono Poisoner"
"束縛","Binding Chains"
"魅惑のささやき","A Charming Whisper"
"ささやき","A Gentle Whisper"
"長距離直線◎","Long Distance Straight ◎"
"長距離直線○","Long Distance Straight ○"
"長距離コーナー◎","Long Distance Corner ◎"
"長距離コーナー○","Long Distance Corner ○"
"先陣の心得","Vanguard's Wisdom"
"リードキープ","Keep the Lead"
"パス上手","Pass Expert"
"怒涛の追い上げ","Tempestuous Pressure"
"追い上げ","Press the Attack"
"スタミナグリード","Stamina Greed"
"スタミナイーター","Stamina Eater"
"奇術師","Conjurer"
"目くらまし","Smoke Screen"
"逃げ直線◎","Runner's Straight ◎"
"逃げ直線○","Runner's Straight ○"
"逃げコーナー◎","Runner's Corner ◎"
"逃げコーナー○","Runner's Corner ○"
"シックスセンス","Sixth Sense"
"危険回避","Danger Avoidance"
"先頭プライド","Lead Pride"
"じゃじゃウマ娘","Wild Girl"
"勢い任せ","Leave it to vigour!"
"再燃焼","Recombustion"
"二の矢","Next Steps"
"リスタート","Restart"
"先行直線◎","Leader's Straights ◎"
"先行直線○","Leader's Straights ○"
"先行コーナー◎","Leaders Corner ◎"
"先行コーナー○","Leaders Corner ○"
"技巧派","Technician"
"巧みなステップ","Clever Step"
"決意の直滑降","Straight Down Resolution"
"直滑降","Straight Down"
"食いしん坊","Big Eater"
"栄養補給","Nutritional Supplements"
"くじけぬ精神","Unbreakable Spirit"
"まき直し","Redo"
"幻惑のかく乱","Glamorous Perturbation"
"かく乱","Derangement"
"差し直線◎","Betweener's Straights ◎"
"差し直線○","Betweener's Straights ○"
"差しコーナー◎","Betweener's Corner ◎"
"差しコーナー○","Betweener's Corner ○"
"努力家","Laborious"
"がんばり屋","Hard Worker"
"百万バリキ","1M Horsepower"
"十万バリキ","100K Horsepower"
"リラックス","Relax"
"小休憩","A Little Break"
"大局観","Seeing The Big Picture"
"読解力","Reading Comprehension"
"八方にらみ","Watching All Directions"
"鋭い眼光","Sharp Gaze"
"追込直線◎","Chasers Straights ◎"
"追込直線○","Chasers Straights ○"
"追込コーナー◎","Chaser's Corner ◎"
"追込コーナー○","Chaser's Corner ○"
"視界良好！異常なし！","Good Visibility! All Clear!"
"お見通し","See Right Through"
"下校後のスペシャリスト","After School Specialist"
"下校の楽しみ","Winding Down"
"冷静沈着","Calm and Collected"
"冷静","Serene"
"天命士","Heavenly Warrior"
"策士","Tactician"
"熱いまなざし","A Passionate Gaze"
"まなざし","Sightlines"
"逃げのコツ◎","Runner's Tricks ◎"
"逃げのコツ○","Runner's Tricks ○"
"先行のコツ◎","Leaders Tricks ◎"
"先行のコツ○","Leaders Tricks ○"
"差しのコツ◎","Betweener's Tricks ◎"
"差しのコツ○","Betweener's Tricks ○"
"追込のコツ◎","Chasers Tricks ◎"
"追込のコツ○","Chasers Tricks ○"
"スーパーラッキーセブン","Super Lucky Seven"
"ラッキーセブン","Lucky Seven"
"スリーセブン","Triple 7s"
"登山家","Mountain Climber"
"ウマ好み","Big Fan"
"地固め","Groundwork"
"尻尾上がり","Hold Your Tail High"
"ふり絞り","Shake It Out"
"シンパシー","Sympathy"
"一匹狼","Lone Wolf"
"スリップストリーム","Slipstream"
"遊びはおしまいっ！","Playtime's Over!"
"チャート急上昇！","Trending Charts!"
"レコメンド","Recommendation"
